,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude,Source_NodeType,Target_NodeType
0,619322,3,590442,96346,17.0,,,,,,,1,2
1,594308,0,549840,105656,1.0,,,,,,,1,1
2,524153,3,629769,307922,4.0,,,,,,,1,2
3,524153,3,461577,449990,1923.0,,,,,,,1,2
4,619322,3,547205,634562,242.0,,,,,,,1,2
5,483784,0,631903,975525,1.0,,,,,,,1,1
6,619322,2,549891,1445076,6663.0,,,,,,,1,2
7,524153,3,632485,1665011,108.0,,,,,,,1,2
8,549840,0,619322,1674004,1.0,,,,,,,1,1
9,619322,6,657173,1987200,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0,1,5
10,619322,6,657173,1987200,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0,1,5
11,619322,6,657173,1987200,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0,1,5
12,619322,6,657173,1987200,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0,1,5
13,619322,6,657173,1987200,8.0,5.0,1.0,22.0,156.0,-29.0,-13.0,1,5
14,594308,1,477657,2053209,1.0,2.0,4.0,-24.1761,93.8902,-1.17279,-170.646,1,1
15,524153,2,620947,3116332,821.0,,,,,,,1,2
16,524153,3,492039,3142346,1.0,,,,,,,1,2
17,594308,6,616453,3283200,1.0,2.0,5.0,-22.0,91.0,22.0,156.0,1,5
18,594308,6,616453,3283200,1.0,2.0,5.0,-22.0,91.0,22.0,156.0,1,5
19,594308,6,616453,3283200,1.0,2.0,5.0,-22.0,91.0,22.0,156.0,1,5
20,594308,6,616453,3283200,1.0,2.0,5.0,-22.0,91.0,22.0,156.0,1,5
21,594308,6,616453,3283200,1.0,2.0,5.0,-22.0,91.0,22.0,156.0,1,5
22,524153,3,483999,3402295,39.0,,,,,,,1,2
23,524153,3,644754,4504258,72.0,,,,,,,1,2
24,524153,3,525263,4680024,719.0,,,,,,,1,2
25,483784,1,619322,4699152,1.0,0.0,3.0,32.2503,-40.4067,-24.2286,-111.129,1,1
26,477657,6,616453,4924800,0.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5
27,477657,6,616453,4924800,0.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5
28,477657,6,616453,4924800,0.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5
29,477657,6,616453,4924800,0.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5
30,477657,6,616453,4924800,0.0,0.0,5.0,33.0,-41.0,22.0,156.0,1,5
31,619322,3,532852,5485356,1927.0,,,,,,,1,2
32,477657,6,625756,5702400,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1,5
33,477657,6,625756,5702400,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1,5
34,477657,6,625756,5702400,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1,5
35,477657,6,625756,5702400,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1,5
36,477657,6,625756,5702400,3.0,2.0,3.0,-22.0,91.0,-25.0,-111.0,1,5
37,524153,3,517649,6308560,165.0,,,,,,,1,2
38,619322,6,509607,6652800,3.0,3.0,4.0,-25.0,-111.0,1.0,-165.0,1,5
